longitude,latitude
-104.8646963608,39.7773953217
-104.8710174519,39.6560996729
-104.8894118688,39.7688810412
-104.7697804304,39.7982986159
-105.0240358386,39.7653722831
-104.8701468029,39.6529845031
-104.9099500349,39.6998234963
-104.9483720551,39.7124380032
-104.9873135532,39.6874699148
-104.9451252126,39.7399054699
-105.0252359275,39.760255457
-104.9406063178,39.7123107345
-104.97868209,39.7320266009
-104.97868209,39.7320266009
-104.9064740421,39.7111963241
-104.9064740421,39.7111963241
-104.9199971152,39.7418791731
-105.0324356075,39.7031305341
-104.9845500414,39.7441886123
-104.9524276712,39.7190890962
-104.7410425085,39.7959169004
-105.0022176802,39.7288314517
-104.9389458423,39.6983891271
-105.0022176802,39.7288314517
-104.9405526005,39.682938323
-104.9405526005,39.682938323
-104.9579335896,39.6784268032
-104.932753983,39.7416969161
-104.9007860267,39.782874099
-105.0530937334,39.6531829242
-104.9910693696,39.7350072949
-105.0431839429,39.7723451049
-104.9989019843,39.7112036252
-104.9184510614,39.6530797177
-104.7499780145,39.775332297
-104.900321492,39.6990966991
-105.0250828396,39.7004106796
-104.9792586212,39.7319550305
-104.9879072946,39.7573256172
-104.8851193193,39.6393039611
-104.9342901628,39.6723547496
-104.9850680064,39.744841504
-104.9102760208,39.6386175362
-104.9405066242,39.7800854711
-104.6738123211,39.8492916518
-104.9034356168,39.7784210466
-104.9582370293,39.7776729713
-104.93398009,39.6784456963
-105.0178135321,39.7570023694
-104.9752930196,39.7368624375
-105.0055053709,39.7559292543
-104.9416272986,39.6603959334
-104.999020019,39.741670418
-104.9036903602,39.718363971
-104.9942591228,39.7351684899
-104.9881465589,39.7816056337
-104.9661307814,39.7510247463
-105.0532461732,39.7620836194
-104.9983994494,39.7598634007
-104.8932965629,39.6668989965
-104.8932965629,39.6668989965
-104.982724554,39.6973411871
-104.9632408649,39.7221921929
-105.0250953057,39.711172288
-104.9724251573,39.7111125557
-104.8949436933,39.7189095561
-104.9337739878,39.6784501944
-104.9772367817,39.7189032221
-104.9341930702,39.6800083223
-104.9034502219,39.7474408659
-104.9034502219,39.7474408659
-104.9733912538,39.744834438
-105.0520661495,39.6549069391
-104.9172109433,39.6546407306
-105.0240348776,39.7019728095
-104.9172109433,39.6546407306
-105.0155517302,39.7452863796
-104.9734576142,39.7685148031
-104.9014886847,39.7689402085
-105.0517170935,39.6561794543
-104.9823113087,39.6981099535
-104.7184557817,39.8376839476
-105.0176232631,39.7268822946
-105.0650021883,39.6558613815
-104.9980849656,39.7127667771
-104.953975667,39.7408445012
-105.0120791634,39.7270983218
-104.9487664683,39.7816066427
-104.9497760991,39.6818062225
-104.9497760991,39.6818062225
-104.9584001423,39.6862881461
-105.0154815838,39.7528822399
-104.9723474228,39.7126708365
-104.911883455,39.6546526736
-104.9522508042,39.7383002747
-105.006390448,39.7539810812
-104.9986405648,39.7482856967
-104.9593938229,39.6784252902
-104.976234929,39.7188191516
-104.8742118911,39.7061233552
-104.9182592833,39.6530787687
-104.9389146771,39.6909331516
-104.9406979053,39.7146446758
-104.9821159735,39.7398383395
-104.9439986811,39.7256030713
-105.0287408625,39.6865108753
-104.9730966111,39.7400316456
-104.970622466,39.7290888532
-104.9406358969,39.7473901386
-105.037779812,39.7367566229
-104.9182592833,39.6530787687
-104.9989019843,39.7112036252
-105.0238247804,39.764301729
-104.9852441914,39.7154484664
-105.0238247804,39.764301729
-104.9791552187,39.7793980341
-104.9664031879,39.6784792755
-104.9063421423,39.6994786463
-105.0521910682,39.756409466
-105.0263976771,39.6967427687
-105.0350375344,39.7127865512
-104.9406918213,39.703814413
-104.9583924852,39.661906674
-104.9675622605,39.7434767553
-104.8897679828,39.6241187355
-104.8934502818,39.6355366686
-104.9731486604,39.7165350146
-104.9731486604,39.7165350146
-105.0064282272,39.7832654952
-104.9797687122,39.7398828908
-104.914875626,39.6521065841
-104.9998593037,39.7419575676
-104.9873788936,39.7544194997
-104.9112683074,39.7039671039
-104.9299341699,39.6529740031
-104.9546229797,39.7181279587
-105.0251909742,39.7842266087
-104.8929161118,39.7113083208
-104.9464436191,39.7410568075
-104.9861452255,39.7200782308
-104.9684633417,39.7400108085
-104.9983936864,39.7112042042
-105.0131136253,39.7420012318
-104.9979384438,39.7494906176
-104.8923196964,39.6268770182
-105.0001493734,39.7257067929
-104.9860426319,39.7256460116
-105.03724152,39.736425076
-105.0299461913,39.7548278
-104.9717815966,39.7290803371
-104.8663266901,39.6646372786
-104.9904494071,39.7410551844
-105.0451610781,39.7439697271
-104.8347030977,39.7934343612
-104.9261438463,39.7108739023
-105.024106428,39.7575760547
-105.0246983174,39.716779306
-104.9128606785,39.7112970117
-105.024107498,39.7800019526
-104.9731495544,39.6728652955
-105.024107498,39.7800019526
-105.0251851962,39.7856046835
-104.994822017,39.7683865423
-105.0021175346,39.7509551199
-104.9733402275,39.7620469662
-104.9398430434,39.7406851593
-104.9022686051,39.7437918861
-104.8648404796,39.7771956926
-105.0487132404,39.7817896748
-104.8819305821,39.7785932446
-104.9679541248,39.7399008909
-104.9878608653,39.7451529018
-104.9679541248,39.7399008909
-104.9656212345,39.7198222513
-104.9990964634,39.7384285705
-104.7143648944,39.8369924346
-105.0485148923,39.6947226682
-104.7143648944,39.8369924346
-104.9929438973,39.7336392081
-105.00217872,39.7500651048
-105.0361663618,39.7173262261
-105.0295581761,39.6753406496
-104.9552272482,39.7399416011
-105.0239063479,39.6847344342
-104.8690982909,39.654546464
-105.012181292,39.7272387546
-105.0001832576,39.7284357425
-105.0240603678,39.7213135558
-104.8886674545,39.7057105748
-105.0532184361,39.6949864097
-104.7709447701,39.7982454346
-105.0159896797,39.7110281052
-105.0129180712,39.7419976788
-104.9860668101,39.7259418392
-104.9606000078,39.7817632346
-104.9407334025,39.7092997393
-104.9173475161,39.6747900055
-104.9874464269,39.7583180489
-105.0251909742,39.7842266087
-104.9837916381,39.7165382756
-105.085107784,39.6173121296
-105.0532824385,39.7184286854
-104.978687462,39.7336957515
-104.9780444313,39.7183330428
-105.0522134514,39.7272163885
-104.9391779376,39.6530953477
-105.0251030197,39.7389160812
-105.0523651282,39.7624673496
-105.058637333,39.6632803398
-104.9254753975,39.6674889528
-105.0531199835,39.7411424089
-104.9740930148,39.730449605
-104.9337739878,39.6784501944
-104.9986119896,39.7289039911
-104.9787436083,39.7400156165
-104.9983999254,39.7456327526
-105.0250858996,39.703109321
-105.0139660722,39.7404354069
-104.8470371201,39.7740066324
-104.9920368891,39.7506677143
-105.0250828396,39.7004106796
-105.0251008737,39.7901723766
-104.9612569746,39.7814670129
-104.6808958365,39.8516357802
-104.9395235996,39.7672328758
-104.8493193041,39.7835514618
-104.9592020988,39.6744127353
-104.6696771625,39.8395606873
-105.0202780512,39.6795926989
-105.0420213762,39.7047028721
-104.9946719802,39.7526803488
-104.9799404761,39.7272691108
-104.9579337026,39.6802524486
-105.0251909742,39.7842266087
-104.9991760208,39.7490017448
-104.8928620125,39.7401529013
-104.9875776717,39.7111575819
-104.9840037173,39.7154348063
-104.9991330196,39.7112046092
-104.9284096042,39.6783967821
-104.8608339898,39.7962447102
-104.9763614857,39.7628263686
-104.9258174604,39.7637876041
-104.9593215125,39.780066309
-105.0122869346,39.7089363002
-104.8658213862,39.7787817366
-104.8246724605,39.7929215563
-104.912760949,39.7253359928
-105.0006508253,39.7112000822
-105.0339879524,39.7065011584
-104.9561194623,39.71906005
-104.9629669973,39.7126778816
-104.6738123211,39.8492916518
-104.9057255468,39.7408142951
-105.0516877284,39.7109746669
-105.0251374619,39.7254259663
-105.0251374619,39.7254259663
-105.0520245493,39.6905097681
-104.8223734704,39.7927665434
-104.8978189817,39.7177987268
-105.0251086368,39.6677140661
-104.9863882459,39.7272005854
-105.0934184014,39.6334914869
-104.8904791879,39.7651472719
-105.0380075463,39.7556256416
-104.9870921999,39.7017143761
-104.8907578175,39.740452243
-104.9671683043,39.7798824629
-105.013229296,39.7256765347
-105.0251789122,39.6909687088
-105.0252417595,39.76202067
-105.0343214593,39.7858113737
-104.9395043395,39.6845003899
-104.9579798709,39.7306752142
-104.9964609374,39.7529151231
-104.9571120419,39.791470546
-104.9584001423,39.6862881461
-104.988514961,39.781829596
-104.8459902431,39.7757666914
-104.9023255624,39.7462629791
-104.9781121497,39.7812377346
-104.9116269685,39.7137696998
-104.9259356381,39.7096728824
-104.9259356381,39.7096728824
-104.9024498581,39.774295599
-104.9918110378,39.7304992152
-104.9833490716,39.7450206641
-104.9396106281,39.7429486142
-104.8467541655,39.7846683292
-104.9964609374,39.7529151231
-104.8646963608,39.7773953217
-104.9395727799,39.7525980913
-104.9793355307,39.7126799526
-104.9358311345,39.6861849675
-104.7370287626,39.7818005638
-104.8486387042,39.7976795344
-104.9697387709,39.711004391
-104.939941519,39.6682368681
-104.987453612,39.7013782791
-105.013229296,39.7256765347
-104.9960265719,39.7374060366
-105.0251374619,39.7254259663
-104.9606032448,39.7397307119
-105.0449843751,39.7746597211
-104.9269151367,39.7382949117
-105.0532687054,39.7133279003
-105.0532687054,39.7133279003
-104.7679388859,39.8338763919
-105.0065533979,39.7543669334
-104.914875626,39.6521065841
-104.9777604117,39.6945593862
-104.9411143157,39.7252901675
-104.9777604117,39.6945593862
-104.9126985216,39.7731336064
-105.0337006388,39.7197445519
-104.985522773,39.7272085505
-104.985522773,39.7272085505
-104.9327311919,39.72923346
-104.8967410376,39.7398049833
-105.0250385874,39.6822694971
-104.6717985096,39.838277387
-104.8658890066,39.7756332967
-104.9634883783,39.7715116182
-105.0357838386,39.787434077
-104.9383921562,39.6856239393
-104.9734143959,39.6929705062
-104.9848544252,39.732042806
-104.9687294142,39.6875164451
-104.9826124284,39.7183340048
-104.8353812666,39.7935974141
-104.9686114785,39.7181123666
-104.9772328637,39.7889479506
-104.9950248912,39.7510868717
-105.0521791622,39.6594728841
-104.988515419,39.7658556509
-105.0192895206,39.7145709724
-104.9118209366,39.6241653327
-105.0069811904,39.7790127169
-104.8737374364,39.7015716882
-104.9940981129,39.7336285031
-104.9396636434,39.7193557927
-104.9791552187,39.7793980341
-104.9964749594,39.7368616475
-105.0359766317,39.6384591573
-105.0005380176,39.7515139501
-105.034962931,39.6676793399
-104.9582399174,39.7800613379
-104.8470905744,39.7892760195
-104.8470905744,39.7892760195
-104.8470371201,39.7740066324
-104.8470371201,39.7740066324
-104.9593938229,39.6784252902
-104.9090960371,39.6530989418
-104.9251972749,39.6784634814
-104.9925601401,39.7469027388
-105.0251374619,39.7254259663
-104.9541794462,39.6645619351
-104.9989019843,39.7112036252
-104.9407894638,39.7306608032
-104.993235105,39.7497285129
-105.009028984,39.7586288357
-104.9182592833,39.6530787687
-105.005339631,39.7736581294
-105.0131271674,39.7255361029
-104.8903937824,39.7561505985
-104.9571393521,39.7062442099
-105.0114492798,39.7568572126
-104.9873102062,39.753598369
-104.9873102062,39.753598369
-104.9406954013,39.729227665
-104.8518805437,39.7746291159
-105.0392740386,39.7766920287
-104.881741225,39.7786828441
-104.908041736,39.6258205562
-105.019537866,39.67978609
-104.9025198895,39.7798633338
-105.0287230164,39.7019037981
-104.9737254117,39.7432156378
-104.939766142,39.7069419719
-104.922053129,39.7106751632
-104.9960180738,39.7581319728
-104.9707282286,39.7407781409
-104.881741225,39.7786828441
-105.0313918406,39.711001397
-104.9053636278,39.634378193
-104.879633169,39.7784823519
-104.9881465589,39.7816056337
-104.9070786055,39.6545983743
-104.8840649303,39.6411376365
-104.685905134,39.8386141079
-104.8374967157,39.7804164339
-104.8847943054,39.7388401088
-105.0241372352,39.7871671165
-105.0240207126,39.7313721262
-104.973427361,39.6898216842
-104.8160307782,39.7952298474
-104.9224545282,39.7250929764
-104.9891946479,39.7800432228
-104.9874039747,39.7290945322
-104.9622542103,39.7368172973
-104.9770358966,39.7126615355
-104.8469419605,39.7773470824
-105.0240895009,39.7269881852
-105.0532445392,39.7729464823
-104.9427031057,39.7162103547
-105.026023584,39.7547626546
-105.0482761579,39.7749040845
-104.9893015275,39.7541423511
-104.8747918774,39.6526304441
-104.9583924852,39.661906674
-105.018663323,39.7238842645
-104.9359964905,39.678205561
-105.0064384193,39.7838392885
-104.8228727693,39.7790046579
-105.0251086368,39.6677140661
-104.9594483362,39.6847260732
-104.9594483362,39.6847260732
-104.9723181837,39.6676756229
-104.9048505408,39.6989357692
-105.0349352538,39.7619495576
-104.9973232883,39.7107768587
-105.0251299509,39.7433415485
-104.9361641564,39.7382764526
-104.9593856509,39.6730279234
-105.0131136253,39.7420012318
-105.0133583657,39.7255205878
-104.9733889448,39.7432476639
-105.0944775774,39.6335754084
-104.852634358,39.7823803702
-104.9797687122,39.7398828908
-104.9034657509,39.7456153365
-104.9907159456,39.754299468
-104.8070231589,39.7837404659
-105.0101566885,39.7708471404
-105.0286677041,39.6878708171
-104.9218016995,39.6468587772
-105.0203684897,39.6668767114
-105.0118731693,39.7567656291
-105.0038031232,39.7516998922
-104.9407454476,39.7073423922
-104.9862674802,39.740805691
-104.9792450022,39.778327792
-104.9379774558,39.6799358448
-104.9792450022,39.778327792
-105.0428282858,39.7548730523
-104.9305241973,39.7256154874
-105.0165295758,39.751319929
-104.8931881933,39.6334048954
-105.0452396736,39.7709436549
-104.9937099597,39.7504580491
-104.9253193696,39.7420123059
-104.6917855276,39.8360383192
-104.9989019843,39.7112036252
-105.0090766543,39.695213977
-104.9562754542,39.7383793372
-105.024806291,39.7454485985
-104.951157411,39.7196953896
-104.9406979053,39.7146446758
-104.8463870414,39.7786212247
-104.9405718616,39.7656705138
-104.9939823882,39.7531193723
-104.9224549072,39.6834049966
-104.9859978977,39.7128280644
-105.0384086426,39.7261062232
-104.9874157698,39.7527807433
-105.0054110254,39.7708493024
-104.9963865779,39.7392661232
-104.9008353179,39.752550262
-104.9817329554,39.7613539822
-104.8470316511,39.7780311503
-104.9741409341,39.7368627845
-105.0553167191,39.6504240515
-105.0074747982,39.7408467633
-105.0527649565,39.6546174874
-104.9976596932,39.7573648125
-105.0522050643,39.7129024229
-104.9734189159,39.6900000922
-105.0520245493,39.6905097681
-105.0057380873,39.6803686703
-104.865963833,39.6965582406
-104.98920113,39.7354239593
-104.9763681478,39.737644138
-104.8338345488,39.7728675049
-104.9446528299,39.7112345324
-104.9316537947,39.7801473884
-104.994822017,39.7683865423
-104.9406023128,39.7565042536
-104.9406023128,39.7565042536
-104.9906745574,39.7551009026
-104.9034657509,39.7456153365
-104.736400482,39.7705572997
-104.9891934479,39.7802079298
-104.9732760071,39.7526030103
-104.9418291218,39.7350942294
-104.9034647769,39.7185549991
-104.9859288063,39.7511319299
-104.9423381897,39.7242857078
-104.7154728067,39.8381232821
-104.9414976589,39.7225243447
-104.9128040202,39.7401525283
-105.0252259804,39.7874633581
-105.0252259804,39.7874633581
-104.90260733,39.7653961233
-104.9921490688,39.7209369167
-104.8991698994,39.6328944215
-105.0155807144,39.7321650877
-104.845435778,39.7814325907
-105.0250189132,39.7513352801
-105.0040824618,39.7321034584
-104.9782905917,39.7889640547
-104.9823183437,39.7384363975
-104.903306983,39.6776074506
-104.9024977274,39.7000959568
-104.9980849656,39.7127667771
-104.9384211343,39.7129148689
-104.9575974967,39.7415228311
-104.9262128667,39.7018363338
-104.962388388,39.7623100037
-104.9009939008,39.7693934111
-105.0240122615,39.6727569739
-104.9396459003,39.6872464035
-105.0096373295,39.7443395262
-105.0240396027,39.7091518055
-105.0417895459,39.7768517806
-105.0013169411,39.7707716709
-105.0203697157,39.6786569175
-105.0252417595,39.76202067
-104.9933951279,39.6783488588
-105.033915005,39.6692413538
-104.98219313,39.7019344953
-104.9184510614,39.6530797177
-104.9647584015,39.7432224528
-104.9405066242,39.7800854711
-104.921892771,39.696624115
-105.0214072616,39.6796824064
-104.9023755197,39.661553624
-104.8087060755,39.7919158075
-104.9229268079,39.6892909382
-104.9406918213,39.703814413
-105.006390448,39.7539810812
-104.9251936849,39.7400791829
-104.959061339,39.750616854
-104.9172676617,39.7383353789
-104.9874363409,39.7256383655
-104.9913528622,39.712746154
-104.9498106013,39.7801128422
-105.0366374755,39.7761875418
-104.9666247532,39.7367575769
-104.8464852889,39.7694683965
-105.0102185188,39.7571741584
-104.9589590765,39.6891959567
-104.7721244298,39.7836973647
-104.9911682892,39.6925727819
-104.9623344107,39.6892471279
-105.0340703749,39.7273217941
-105.0505440368,39.7102867259
-105.0321083257,39.7292945334
-104.8470124139,39.7823877602
-104.9147141891,39.7038609603
-104.9671683043,39.7798824629
-104.8934098396,39.6348748218
-105.0387092613,39.6911308867
-104.9014886847,39.7689402085
-105.0038720556,39.7522994676
-104.8470371201,39.7740066324
-104.8470371201,39.7740066324
-105.0407155288,39.6837194904
-104.9315434041,39.7301446532
-104.9917777736,39.7272321786
-105.0323798142,39.7157696292
-104.9769518201,39.6922780022
-104.9985670704,39.7147957857
-104.9733235754,39.7249610886
-104.9733428055,39.7607567108
-104.8658906516,39.7758446899
-104.8469442886,39.7843529814
-105.0235612679,39.6921426675
-105.0250930167,39.7094098019
-104.9433533494,39.6850627761
-104.9534199889,39.7256142754
-104.9822589294,39.732034159
-105.0131136253,39.7420012318
-104.9833991879,39.7399043759
-104.9037085753,39.7170572986
-104.9035934947,39.6766510121
-104.9412476584,39.6964980443
-105.0528837802,39.7369165598
-104.9902452669,39.7368512955
-104.9988753571,39.7482757156
-104.9798291945,39.7254951657
-104.994822017,39.7683865423
-104.9480243081,39.7110060701
-105.0137879462,39.7308828934
-105.0240261766,39.6749011391
-104.9020423318,39.7390112278
-105.0240812529,39.7250554702
-104.9355172338,39.7128955038
-104.9117477752,39.7384094274
-104.9575974967,39.7415228311
-104.9800513848,39.7384449556
-105.0085602154,39.7636095181
-104.9513681702,39.7660202608
-104.9857262281,39.7297316029
-104.8459872731,39.7726480476
-104.8459872731,39.7726480476
-104.8648404796,39.7771956926
-104.9794596994,39.7415170571
-104.958345245,39.6781918849
-104.9785878434,39.7542710718
-104.9850704424,39.7464502452
-105.0244331629,39.770787506
-105.0346090479,39.7719738568
-104.9405198913,39.7837723811
-104.8901906162,39.7602894072
-104.9893015275,39.7541423511
-104.8858211773,39.7438032791
-104.9740650606,39.7237454997
-104.9572549477,39.7588470569
-105.0077674078,39.7229295201
-105.0250002751,39.7120833402
-104.9910572125,39.679441384
-104.9605824637,39.6929617591
-105.0324564117,39.7112100142
-104.6992974324,39.83635911
-104.7155412511,39.8320128632
-104.9460216387,39.7400061265
-105.0146456061,39.6983244307
-104.9405620045,39.7669058289
-104.9033595843,39.7121139734
-104.8087520927,39.7756805539
-104.985345068,39.7108944444
-104.9792866324,39.6893865637
-104.9659919856,39.7400051095
-104.9836236891,39.7272825879
-104.8990635708,39.7621690229
-104.9582379643,39.7789330385
-104.8964215238,39.7401574873
-104.9972048676,39.7041180508
-104.9797615441,39.7370140514
-104.6727631111,39.8508543107
-104.9275455193,39.7434014508
-105.0001493734,39.7257067929
-104.891728557,39.6965872638
-104.9392941333,39.7211137767
-105.0251906452,39.7911033639
-104.9239781549,39.730807707
-104.9940981129,39.7336285031
-104.8937171173,39.6354749022
-104.8575779092,39.6580118838
-105.012181292,39.7272387546
-104.9406542401,39.7437527438
-104.9588989201,39.710825994
-105.0240674918,39.7244624318
-104.8683674077,39.6541746809
-104.8986572635,39.7871899936
-104.9128830947,39.7782818598
-105.0486693601,39.7403567525
-104.8370175559,39.7861505507
-104.9549101184,39.717316681
-104.8426955173,39.7966946998
-105.0053775302,39.7847016274
-104.9921143766,39.7429154361
-105.013229296,39.7256765347
-105.013229296,39.7256765347
-104.976593206,39.7415675094
-104.9536496752,39.7632255259
-105.0324564117,39.7112100142
-104.8980641181,39.7169873712
-104.9034502219,39.7474408659
-104.9933951279,39.6783488588
-104.9875090843,39.7602311178
-104.9477944778,39.752730221
-104.9967952233,39.6966829664
-105.0124972868,39.7552948897
-104.9094584501,39.6799500449
-104.8219294769,39.7759236493
-104.9593458167,39.6929615701
-104.9861171654,39.741678738
-104.9999888495,39.749224821
-105.0251374619,39.7254259663
-104.9794298512,39.7484267825
-104.9063267553,39.6332414065
-104.9684152614,39.7306486101
-105.0530937334,39.6531829242
-104.9970242156,39.740100666
-105.006744006,39.7459782365
-104.977646904,39.7712462466
-104.8939014804,39.6363296681
-104.9460072786,39.7412328455
-104.9970242156,39.740100666
-104.9594508323,39.6848633509
-104.9829214721,39.7632204859
-104.9985764594,39.7577483097
-104.701330313,39.8379569031
-104.9787262892,39.7461731726
-104.9787262892,39.7461731726
-104.77197469,39.8333962771
-104.9407119054,39.7177936008
-104.692908306,39.8379736422
-105.0141616263,39.7404389599
-104.9397002676,39.6799769961
-104.9991512987,39.6966930244
-104.9924838027,39.6948140997
-104.795999082,39.7728257747
-104.9394594372,39.7815133702
-104.795999082,39.7728257747
-104.9081355396,39.6975302702
-105.0532733724,39.7204107407
-104.9872535938,39.7020005907
-105.0241780194,39.7890257971
-104.8470388371,39.7742043005
-104.9013271217,39.6631156149
-104.8851133893,39.6395757226
-104.8174832905,39.7929844296
-105.0107405728,39.770780932
-104.9857296332,39.7358488387
-104.9924921637,39.7255998883
-104.9035682835,39.7783009269
-104.8753810218,39.7089763295
-104.9891946479,39.7800432228
-104.9403549073,39.7416017706
-104.8904247366,39.7538172782
-104.9687071281,39.7111150377
-105.0806569536,39.6169662167
-104.9351915799,39.6791044041
-104.8096053186,39.798302717
-105.0250944327,39.7149772537
-104.9788935702,39.6982961146
-104.9721132225,39.7681633651
-104.9891934479,39.7802079298
-105.0532613123,39.7256541686
-105.0043337333,39.7609489429
-105.0250627845,39.6912961856
-104.9877884429,39.7419159084
-105.0429327944,39.7799473443
-104.9754283944,39.7729603894
-104.9754283944,39.7729603894
-104.9306178368,39.683647895
-104.9809573319,39.7532108958
-104.9083467878,39.6526614043
-104.9038021519,39.7004978931
-105.0519155747,39.7711695972
-104.9483971052,39.7452823606
-105.0053775302,39.7847016274
-105.0287412485,39.6838012419
-104.9939237699,39.7698919059
-104.9918802012,39.752900967
-104.9024930464,39.6889388752
-105.0662399754,39.6613291827
-104.9052783713,39.6348032984
-104.8088496853,39.7766090302
-104.9906934045,39.7002466487
-105.0565953773,39.6767412906
-104.9968903858,39.7510529205
-104.9968903858,39.7510529205
-104.9759151212,39.749048118
-104.9719292394,39.7465760609
-104.9944572219,39.7061433173
-104.8327859078,39.7744298918
-104.6728213014,39.8480353636
-105.0517207895,39.6963079682
-104.9494212711,39.6862849581
-104.9723955371,39.707488627
-104.9246274216,39.654548175
-104.9723955371,39.707488627
-105.0123769941,39.7741267241
-104.9874015817,39.7352604094
-104.9840033313,39.762187531
-104.9383448139,39.7510414124
-104.9129318139,39.6530907117
-104.9133416933,39.679955725
-105.0247492817,39.6803932754
-104.9034330878,39.7783002429
-105.0251138538,39.6669426487
-105.0231704007,39.6894876043
-104.9688018426,39.7378320241
-104.989563049,39.7802671831
-105.0046716982,39.7631924477
-105.0139660722,39.7404354069
-104.9729308981,39.7125993241
-104.8338345488,39.7728675049
-104.9729308981,39.7125993241
-104.9011439107,39.7401541623
-104.8073190475,39.7743232072
-104.9769074628,39.7111023766
-104.9769074628,39.7111023766
-104.9675199883,39.6965869968
-104.9863530747,39.7075257002
-105.0521998673,39.7019953237
-105.0133583657,39.7255205878
-104.9835815549,39.732039971
-104.941340746,39.7209646609
-104.941340746,39.7209646609
-104.969574804,39.7576129509
-104.841944734,39.773764148
-104.9584026383,39.6864254249
-104.9488702039,39.6730038033
-105.0381807773,39.7743285682
-105.0299608144,39.7499934774
-105.0522134514,39.7272163885
-105.0299608144,39.7499934774
-104.9836208721,39.7368416274
-104.999378124,39.7480911786
-104.903467675,39.738699983
-104.8664090946,39.6610165859
-104.9888341129,39.7406858043
-104.9626736206,39.6799083317
-104.9925279729,39.7565254577
-105.0251374619,39.7254259663
-104.9878537173,39.7575840947
-104.9992775884,39.7551982131
-104.9019767444,39.7546644341
-105.0381477611,39.7548575242
-105.0532438932,39.7295057156
-104.9900962251,39.7426788527
-104.9893015275,39.7541423511
-104.8920963311,39.6362953339
-104.9735029074,39.7738627506
-104.9683691041,39.7414511007
-104.9995241878,39.7522665534
-104.9889607676,39.7127330609
-104.9016984369,39.7635276056
-104.8785900671,39.7853894143
-104.9546532639,39.7383000127
-104.8129401216,39.792346848
-104.8960415816,39.7686132036
-104.9893581388,39.7559016281
-105.0238022583,39.7321289415
-104.9392121538,39.7509931361
-105.0240116655,39.6801968303
-105.014810099,39.7672042136
-104.9944572219,39.7061433173
-104.8998957396,39.7846706722
-105.012181292,39.7272387546
-104.9565111975,39.7019915706
-104.9347017321,39.7325315088
-104.9987077482,39.7558024876
-104.9402604168,39.7494308322
-104.9014081372,39.6237832886
-105.0017706096,39.7717516155
-104.9222926093,39.7407868399
-104.9591124283,39.6628414443
-104.9950248912,39.7510868717
-104.983591804,39.7475507825
-104.9123166694,39.702404967
-104.9395360857,39.7634389841
-104.9034553929,39.7401439402
-104.8459885261,39.7755690233
-104.8470388371,39.7742043005
-105.0416606292,39.7403433874
-105.0453652543,39.7004057316
-105.0453652543,39.7004057316
-105.0001493734,39.7257067929
-104.9568853906,39.6799888541
-105.0531764548,39.6786955848
-104.9372541437,39.6666893843
-104.9372541437,39.6666893843
-104.9114587905,39.7066859284
-104.9118380787,39.6526487302
-104.807931628,39.7731765437
-104.7904790975,39.7744315648
-105.0310583687,39.7874290789
-105.0134569003,39.7256664947
-105.0109868482,39.7056568315
-104.9543544422,39.6946076695
-104.9975925098,39.7498479966
-104.9597426009,39.7692876975
-105.031112819,39.7363228225
-104.9597426009,39.7692876975
-104.987453612,39.7013782791
-104.9837534069,39.6801874673
-104.9723662519,39.6945326091
-105.0251374619,39.7254259663
-104.9815319992,39.7481237218
-104.8800366333,39.7770373477
-104.9402564698,39.7512619047
-104.9407025253,39.7225374278
-104.9407025253,39.7225374278
-104.999206625,39.6904339497
-104.9405843477,39.7618766362
-104.9594508323,39.6848633509
-104.9720998604,39.7162907872
-105.0324821608,39.7254828356
-104.9849561797,39.7143114569
-105.0241455113,39.7859455235
-104.9863530747,39.7075257002
-105.0148359442,39.7293206605
-105.0532470573,39.7273342202
-104.9396721205,39.6763749655
-104.9875869937,39.6694837182
-104.9394694003,39.711352701
-104.9385027998,39.6799960012
-104.8470371201,39.7740066324
-105.0324564117,39.7112100142
-105.023742104,39.7892903246
-104.8931447611,39.634733438
-104.8981578037,39.6965352375
-104.8977005311,39.7402656859
-104.9874047107,39.730453448
-104.9314657426,39.7528036095
-105.0532749694,39.6397670997
-104.8470371201,39.7740066324
-104.9034356168,39.7784210466
-104.9986020196,39.7273144321
-105.0047662047,39.7611594021
-104.9405750056,39.7407572727
-104.96922449,39.7385784673
-104.9906463042,39.7538509964
-104.9036105998,39.7177101833
-104.9828001134,39.6875709434
-104.9894242912,39.7272192635
-104.9748988964,39.758158421
-104.9988112518,39.7435198455
-105.0158369539,39.7589159263
-104.8858445134,39.7842579349
-104.9893015275,39.7541423511
-104.9893015275,39.7541423511
-104.939594012,39.6966411691
-104.884022431,39.6447750573
-104.9404254867,39.7434524211
-104.9985130121,39.7323049645
-105.0179338998,39.7479453237
-104.9924838027,39.6948140997
-104.9406867132,39.6607565924
-104.9094535351,39.7005430244
-104.9567216957,39.7197903362
-104.8657432418,39.7756215306
-104.8666801561,39.6549864675
-104.8959921133,39.7173473662
-104.9863238655,39.7129722443
-104.9499130529,39.765698064
-104.9981708601,39.712043314
-104.891036261,39.6571906911
-104.891211962,39.6389732952
-104.9118434937,39.6929913883
-104.8470371201,39.7740066324
-105.0173314514,39.7650302242
-105.0157758265,39.6637281994
-104.795999082,39.7728257747
-105.0064255582,39.7831392035
-105.0000680699,39.740108147
-104.8658786566,39.7575062663
-104.977639336,39.7352579994
-105.0299401153,39.711167041
-104.991843743,39.6884888766
