longitude,latitude
-104.9172377655,39.6991378174
-104.9406923413,39.7255983803
-104.9594780314,39.7385450821
-104.9734168379,39.6803310521
-105.0126917929,39.7626200054
-104.9318539879,39.7637894421
-105.0158918922,39.7293222645
-105.0158918922,39.7293222645
-104.9781794231,39.7474994552
-104.9708824665,39.754481011
-104.8470124139,39.7823877602
-105.0486693601,39.7403567525
-104.9921353527,39.751313275
-105.0108618565,39.7730443089
-104.9955052879,39.7045811734
-104.9955052879,39.7045811734
-105.0324085984,39.7269183218
-104.9797679421,39.7831315054
-104.9797679421,39.7831315054
-104.9873914006,39.7400590978
-104.9905272325,39.7469852893
-104.9395051765,39.6757268278
-104.8959921133,39.7173473662
-105.0226851229,39.7399440061
-104.9806760673,39.7306792523
-104.9544546918,39.7182836586
-104.9101834093,39.6242751744
-104.9273470452,39.6775570273
-105.0330539181,39.7731124583
-104.9404813401,39.7146107036
-104.9861249764,39.7352740585
-104.9861249764,39.7352740585
-105.0244607541,39.6631953714
-104.9500319575,39.6947632344
-104.6738123211,39.8492916518
-105.0250596275,39.6786347774
-104.9402594258,39.6925236116
-104.9402594258,39.6925236116
-105.0064255582,39.7831392035
-104.940814403,39.705379824
-104.9921377397,39.694510621
-104.9128385394,39.7028989848
-105.0440131496,39.7657378082
-105.0021944651,39.7396175232
-105.000608899,39.7440581306
-105.000608899,39.7440581306
-104.9570057973,39.7933150875
-104.9070991377,39.6342775724
-104.9127961352,39.7368471684
-104.8657926061,39.769379081
-104.8756582863,39.6530496015
-105.0025962574,39.7255826452
-104.6928655807,39.8324115085
-105.0251374619,39.7254259663
-104.9023226244,39.738705154
-104.9949705349,39.7680165712
-104.989557092,39.7801079332
-104.9643639323,39.739929079
-104.8338345488,39.7728675049
-105.0404918685,39.7521077265
-104.9734189159,39.6900000922
-104.9734189159,39.6900000922
-105.0276593443,39.7627304311
-104.9875844867,39.6712873925
-105.0250898256,39.7067303827
-104.9810039092,39.73922948
-104.9972063226,39.746939892
-104.9972063226,39.746939892
-104.9218602059,39.6781451296
-104.9218602059,39.6781451296
-105.0532613123,39.7256541686
-105.0147432066,39.7519769287
-104.9994469114,39.7399490251
-104.880681644,39.77691995
-104.7968198437,39.7881821992
-105.0227655794,39.6685446479
-104.9499609671,39.6884047361
-104.9153469257,39.6530862787
-104.989557092,39.7801079332
-104.7230791981,39.8336248414
-105.0239629642,39.787433552
-104.9873977727,39.7469717002
-104.9405843477,39.7618766362
-104.9337937199,39.7433959908
-105.0141616263,39.7404389599
-104.8843343278,39.6527000405
-104.9887447693,39.6875749784
-104.9727492281,39.7569134479
-104.9951842471,39.7225285178
-104.9731285013,39.6747237941
-104.8658890066,39.7756332967
-105.0141616263,39.7404389599
-104.9732402879,39.6801847593
-104.9594508323,39.6848633509
-105.0057811645,39.7256646987
-104.9405066242,39.7800854711
-105.0047662047,39.7611594021
-104.7817003104,39.7836326343
-104.9603971737,39.7383214419
-104.9985138471,39.6784778735
-104.9985138471,39.6784778735
-104.8658890066,39.7756332967
-104.9684633417,39.7400108085
-104.8828235952,39.780947495
-104.9026178531,39.7111411138
-105.013229296,39.7256765347
-105.0205416477,39.7580374903
-105.0205416477,39.7580374903
-104.9863504487,39.6821507685
-104.9933244425,39.7590215749
-104.989557092,39.7801079332
-104.9668604495,39.7801281393
-105.0251909742,39.7842266087
-105.0191000685,39.7566342803
-105.0251374619,39.7254259663
-105.0532570043,39.7240975827
-104.9607908259,39.6783301287
-104.9187745983,39.7401437362
-104.931695192,39.6530429294
-105.0381582672,39.7694622235
-104.8398474711,39.7901964737
-104.8398474711,39.7901964737
-104.929425695,39.6674725047
-104.9486762138,39.7827484503
-104.8658906516,39.7758446899
-104.9976476211,39.7384561696
-104.9964542923,39.7570748988
-105.0250837866,39.7039466288
-105.0532437612,39.7836747905
-105.0532437612,39.7836747905
-105.0251854622,39.7892420903
-105.0249905261,39.7754767828
-104.8937171173,39.6354749022
-104.973087534,39.7710584676
-104.9980091112,39.6889436282
-104.9345440382,39.7253164227
-104.8988993279,39.7207417276
-104.9854925608,39.7352054091
-105.0062630213,39.7102409577
-104.9882524605,39.7550958865
-104.9035682835,39.7783009269
-105.0237182118,39.6967319466
-105.0014243107,39.746411531
-104.9592627992,39.7111159237
-104.9068728604,39.6526649563
-104.9891946479,39.7800432228
-104.8987608131,39.6531124108
-105.0250627845,39.6912961856
-104.9948752983,39.7358115875
-104.9893015275,39.7541423511
-104.9395510648,39.6784339503
-104.9127167737,39.7064068918
-104.9606032448,39.7397307119
-104.9606032448,39.7397307119
-105.0527889906,39.6898812576
-104.9497056347,39.7807931701
-105.0251212018,39.6653311685
-104.8932027854,39.7854322606
-104.8932027854,39.7854322606
-104.8842042321,39.7238310592
-104.8660515965,39.6974646738
-105.0165295758,39.751319929
-105.0250627845,39.6912961856
-105.0530937334,39.6531829242
-105.0530937334,39.6531829242
-105.0298658039,39.7678783444
-104.794950307,39.7743881616
-105.0472986163,39.7329709433
-104.9661201373,39.7814448748
-104.691859165,39.8395362602
-104.9586620488,39.7344284156
-105.0241372352,39.7871671165
-104.9411522759,39.6886125033
-105.0240167755,39.6946702019
-104.8088324052,39.7747503746
-105.0065212137,39.7480216592
-104.9825385089,39.7416074776
-104.9735476267,39.6800809707
-105.010769607,39.7599702613
-104.8650126076,39.7117404972
-105.0046716982,39.7631924477
-104.913827273,39.653668542
-104.9863314086,39.7233020202
-104.9040593533,39.6311677167
-104.9737063546,39.7448105579
-104.9603371303,39.7357675603
-104.9812517966,39.7367152237
-104.9765659309,39.7399778713
-104.9864520993,39.7199203409
-104.9212177742,39.6800331274
-104.9776926613,39.744828282
-104.8467541655,39.7846683292
-105.0217062104,39.6733516093
-105.0186248688,39.7348120188
-104.8965189173,39.745354904
-104.9107097353,39.7672077166
-104.989210721,39.733614859
-105.0163598689,39.7647947588
-104.9740588836,39.7414217125
-105.0241165201,39.7345515463
-105.0402840423,39.6915721722
-104.9117682453,39.7453084437
-105.0240128695,39.6910463642
-104.8135839093,39.7847379806
-104.9912810818,39.6936823802
-104.9486574067,39.782355585
-104.8031664489,39.7903733117
-104.9019559493,39.7742244646
-104.9861337225,39.7143569712
-105.0310869739,39.7295363917
-104.9770752028,39.7522981766
-105.085107784,39.6173121296
-104.9960945183,39.712755539
-104.763042331,39.7803918898
-104.9535747677,39.7196901506
-105.0037181708,39.762721747
-104.9947627307,39.7304020897
-104.9587181181,39.7585404412
-105.012181292,39.7272387546
-105.0517170935,39.6561794543
-104.894176352,39.7827691744
-105.024618556,39.632970964
-104.9881453589,39.7817703427
-105.0203592877,39.6812444623
-104.9115593171,39.718878396
-104.8603163218,39.7918830734
-104.9939237699,39.7698919059
-104.9619075223,39.7196735815
-104.8819260811,39.7787002852
-104.9024069989,39.7417062112
-104.8087520927,39.7756805539
-104.9818726372,39.7335306785
-104.9536563422,39.6909003684
-105.0040009384,39.70906095
-104.9626736206,39.6799083317
-104.9838110352,39.7368362674
-105.0521968103,39.7850944676
-104.9130750027,39.677854202
-104.8928902356,39.630701564
-104.9487664683,39.7816066427
-104.8459902431,39.7757666914
-104.9066852473,39.7799804455
-104.9066852473,39.7799804455
-105.0429065783,39.7817892898
-105.0241725114,39.7420381351
-104.9012783635,39.7731641016
-105.0428212648,39.7298350354
-104.6918164388,39.8339741074
-104.6727631111,39.8508543107
-104.6665279295,39.8465580672
-104.6794395722,39.8385116703
-104.700281201,39.8395195211
-104.6706050358,39.8430042569
-104.6706050358,39.8430042569
-104.9172109433,39.6546407306
-104.9788353338,39.7384395865
-104.9304934931,39.7380485093
-104.7708408135,39.8270383709
-104.9941454572,39.7272478517
-105.0240128695,39.6910463642
-105.0076080739,39.6802007983
-105.023581462,39.7348046958
-105.0129180712,39.7419976788
-105.0376975706,39.7142163314
-104.9852757666,39.7145344182
-104.9953941973,39.7088047925
-104.9259356381,39.7096728824
-104.9793345317,39.7843287823
-104.9793345317,39.7843287823
-104.9212476064,39.7800171107
-105.0430488811,39.6811369727
-104.8819260811,39.7787002852
-104.9754173513,39.7399810023
-105.0147892219,39.7578647823
-105.0123103628,39.7270828067
-105.0123103628,39.7270828067
-104.9838142652,39.7601189222
-104.9965569489,39.7320679182
-104.9724101272,39.6782639563
-105.0328165927,39.7710104203
-105.0380121074,39.6928508425
-104.977633963,39.7335888429
-104.8526488201,39.7801766416
-104.9394948834,39.7498798978
-104.9490153297,39.7417246213
-104.9910710166,39.6966848554
-104.939587829,39.6963167143
-104.9487499972,39.7256853858
-105.012181292,39.7272387546
-104.8068828951,39.7747389306
-104.9683691041,39.7414511007
-105.0078704574,39.6838312241
-104.8853726867,39.7401993036
-104.8289484769,39.774292813
-104.8646963608,39.7773953217
-104.9351915799,39.6791044041
-104.8883466667,39.7388338888
-104.9910710166,39.6966848554
-104.8459902431,39.7757666914
-104.7904355352,39.7743940206
-104.9906016439,39.7384251214
-104.9450044299,39.7110764985
-105.0237687151,39.7554498645
-104.9589802156,39.7836250093
-105.0194807887,39.7744872401
-104.9657536082,39.7823875772
-104.9174027204,39.6546416796
-104.9396471393,39.7307898969
-104.9117793604,39.714673671
-104.9014886847,39.7689402085
-104.9118314237,39.7802395659
-104.9718889822,39.730639515
-104.9864672474,39.6891344553
-104.9397002676,39.6799769961
-104.9723859,39.6800730276
-105.012181292,39.7272387546
-104.9983127589,39.7441079589
-104.9863676748,39.7543430592
-104.9947641427,39.7534541732
-104.8958586236,39.7869862704
-104.8958586236,39.7869862704
-104.9730071336,39.7204484899
-105.0333763339,39.739757902
-104.7653519592,39.7844253928
-105.0193217538,39.6838565332
-105.0241455113,39.7859455235
-104.9306229158,39.7813173151
-104.8459830571,39.7795935553
-104.9016984369,39.7635276056
-104.99780737,39.741678986
-104.9582773836,39.7815628545
-104.990971487,39.7340013232
-105.012181292,39.7272387546
-105.052146327,39.6875190851
-105.052146327,39.6875190851
-105.0041900854,39.7417169762
-104.9624278202,39.7399581812
-105.0239972174,39.6865329895
-105.0038031232,39.7516998922
-105.0118731693,39.7567656291
-104.9094584501,39.6799500449
-104.9940613367,39.7280683324
-104.9972860751,39.7370043023
-104.9584026383,39.6864254249
-105.033573563,39.7400441897
-104.9212461764,39.7128454945
-104.9850880245,39.7416241287
-104.9327257028,39.6800122453
-105.0521960323,39.7310679495
-104.9476807821,39.7830263458
-105.0499021832,39.7400472397
-104.9661374364,39.7660633291
-104.9661374364,39.7660633291
-104.9863558797,39.7306567641
-104.986404769,39.7225062046
-104.902073039,39.7404169748
-104.6761874256,39.8443528426
-104.9561648555,39.7368739556
-104.9561648555,39.7368739556
-105.012181292,39.7272387546
-105.0030824851,39.7696178824
-105.012181292,39.7272387546
-104.778477766,39.7861975309
-104.9944572219,39.7061433173
-104.9394627563,39.6857053977
-104.8377062779,39.7996893099
-105.0351588381,39.7127183968
-104.9451482647,39.7306814013
-104.9858301667,39.6926786395
-105.0146697552,39.6701052938
-105.0416623802,39.7270825097
-104.9723205777,39.7475029702
-104.9149562315,39.6545746402
-104.9024080399,39.7453464709
-105.010769607,39.7599702613
-104.7950985188,39.7925792273
-104.951162046,39.7241098588
-104.9881465589,39.7816056337
-105.0331346035,39.7049466835
-104.9983994494,39.7598634007
-105.0240473437,39.7127344559
-104.9961283585,39.6777775445
-104.9544140935,39.6820858571
-105.0901064405,39.615967926
-104.9662057708,39.6817006259
-104.9396971866,39.7089045461
-104.8894118688,39.7688810412
-104.8837372484,39.6546294995
-105.0137879462,39.7308828934
-105.0065212137,39.7480216592
-105.0252963718,39.7456993619
-104.9394647153,39.6836766002
-105.0214378718,39.770775394
-105.0214378718,39.770775394
-104.958708933,39.7648105769
-104.998333168,39.7781135228
-105.0241748644,39.756398617
-104.9971811565,39.6979904038
-104.9722832965,39.767620094
-104.9294713243,39.6546046914
-104.9294713243,39.6546046914
-105.0101043802,39.7584521197
-105.02093977,39.7509581449
-104.9974700591,39.7296724335
-105.0449289228,39.7293902169
-104.982551758,39.730631893
-104.9583923242,39.720983462
-105.0317906909,39.7199636281
-105.0007116646,39.7708432323
-104.9993114956,39.7511702891
-104.9812725567,39.7464281091
-105.0520661495,39.6549069391
-104.9024018279,39.7490031628
-104.9116501616,39.7746959943
-104.9918985763,39.6982230611
-105.0147892219,39.7578647823
-104.8859677821,39.7388352468
-104.6727631111,39.8508543107
-104.9396440793,39.7271605992
-104.9697684331,39.74167977
-104.898572988,39.7268263993
-105.0240211546,39.6766938233
-104.99956085,39.7456204155
-104.999020019,39.741670418
-104.9305590925,39.7128414505
-105.0521986273,39.7926246086
-104.9379001853,39.7429459622
-105.0114492798,39.7568572126
-104.8918676808,39.7128704877
-105.0310233245,39.736413061
-104.9381194266,39.6870689225
-104.9975284054,39.7593106416
-104.9978539293,39.7127657931
-104.8650603809,39.6690752579
-105.0351673171,39.7103602184
-105.0118731693,39.7567656291
-104.7710755698,39.7852597906
-104.9851045716,39.730629344
-105.027259096,39.7674194698
-105.0236271953,39.7763268906
-104.9352519872,39.7335224535
-105.0099642624,39.712750875
-104.9910190473,39.6891349893
-104.9846815322,39.7374110947
-104.8997341037,39.7848482912
-104.9863882459,39.7272005854
-105.0365571861,39.6558682136
-104.9235654956,39.654548472
-104.9686635888,39.7424791636
-105.038645425,39.7079003663
-104.883667415,39.6536819771
-104.9864782484,39.7163405815
-105.025320431,39.7837348579
-104.9165550076,39.779549261
-104.8921543554,39.7869946925
-104.9823510789,39.7414666448
-105.0056443937,39.786218112
-104.9725953502,39.7239365818
-104.8459885261,39.7755690233
-104.9381571998,39.6721124532
-104.9523452317,39.7816837072
-105.0241766014,39.7782041023
-104.9771219551,39.7383688581
-104.9569600561,39.7135727797
-105.0237384399,39.6964150968
-104.9804836222,39.7126822736
-104.9847058273,39.7467067077
-104.9649285695,39.7463715478
-104.9863298746,39.7449183845
-104.9720484651,39.7415939165
-104.930646899,39.6546048914
-104.9174027204,39.6546416796
-104.986398332,39.7598803838
-104.986398332,39.7598803838
-104.9874846502,39.7421259756
-104.6751620718,39.8394838589
-105.0242363678,39.766226863
-104.9865295767,39.7127197498
-105.0229149982,39.7889959909
-105.0101566885,39.7708471404
-104.9645973056,39.7413077519
-104.9708711004,39.7718634152
-104.97536186,39.7288376378
-104.9117636633,39.6800219783
-105.0147970399,39.7660044867
-104.9071164188,39.7453482819
-104.9396261842,39.7352014851
-104.9908534554,39.6963023162
-104.883667415,39.6536819771
-104.9981382279,39.7521151645
-104.988509004,39.7816703461
-104.9396498493,39.7166268901
-104.7638555686,39.7852890597
-104.9012725424,39.7417169262
-104.9392082068,39.7528242156
-105.0240358246,39.7055087717
-104.8890290466,39.7699497113
-104.9723263037,39.7746810682
-104.9965914801,39.7138420572
-104.9965914801,39.7138420572
-105.009028984,39.7586288357
-105.0521959003,39.7852372164
-104.8891421752,39.7618517501
-104.9863307976,39.7559818206
-104.9177262603,39.7417060072
-105.0521285939,39.6802576377
-104.9587352022,39.7415500223
-104.9020423318,39.7390112278
-104.9908636354,39.7577254995
-104.9415124379,39.7130585898
-104.9840895048,39.7531526504
-104.9840895048,39.7531526504
-104.950469497,39.6847228851
-104.7335182896,39.7764508343
-104.7676647784,39.7793115966
-104.7710755698,39.7852597906
-104.988514961,39.781829596
-104.9477992018,39.7417216772
-105.0223890162,39.730810981
-104.9341930702,39.6800083223
-104.8459885261,39.7755690233
-104.9613855773,39.7441811583
-104.8459902431,39.7757666914
-104.9939224669,39.7695789411
-104.9758979391,39.6855519249
-104.867360379,39.655072487
-104.9575506864,39.7383737762
-104.885948016,39.7435378366
-104.9487623723,39.7816752551
-104.9247511833,39.7449579717
-104.6727631111,39.8508543107
-104.8729115217,39.7773788956
-105.0154815838,39.7528822399
-104.9953941973,39.7088047925
-105.0291044155,39.6863421184
-104.8180310126,39.7906660984
-105.0149953701,39.6883164326
-104.9697106878,39.7446197038
-104.976765566,39.7556707358
-105.0240895009,39.7269881852
-104.9395799669,39.7508054611
-105.0240134805,39.6983077316
-105.0240134805,39.6983077316
-104.9229734082,39.737992722
-104.822658928,39.7945306375
-104.9116439766,39.7049435715
-104.9116439766,39.7049435715
-105.0053801992,39.7848279191
-104.972380053,39.6926933016
-105.0241937985,39.7635830189
-104.7710733428,39.7998646089
-104.9618082427,39.7126753406
-105.0007116646,39.7708432323
-104.9117636633,39.6800219783
-104.9397002676,39.6799769961
-104.9414852198,39.7719585317
-104.8746097944,39.6546115634
-104.9946278179,39.7397711611
-104.8881998239,39.7426298714
-104.9523815089,39.7437223987
-104.9011733789,39.7687876186
-104.8831557701,39.7253932721
-104.9396561614,39.7225238397
-104.9233881256,39.6519230241
-105.012181292,39.7272387546
-104.9393430916,39.7265634368
-104.8918676808,39.7128704877
-104.9658122805,39.7816905522
-104.9396971866,39.7089045461
-104.958710418,39.7623096517
-104.8887195418,39.6256805934
-104.9363934078,39.6545995953
-104.9918985763,39.6982230611
-104.9569785702,39.6844861518
-104.9863676748,39.7543430592
-104.9863676748,39.7543430592
-105.02164109,39.679794648
-104.9215776772,39.6794720992
-105.0301787777,39.71274807
-104.9857278171,39.7353457189
-104.9765632599,39.7384267755
-104.9347911516,39.7360019896
-105.0520880036,39.7854179905
-105.0520880036,39.7854179905
-104.7710733428,39.7998646089
-105.0240087975,39.6874472297
-104.9861865888,39.7071233149
-104.988509004,39.7816703461
-104.8840708603,39.640865873
-104.9906823194,39.7415221431
-105.0522091433,39.7256597966
-105.0176232631,39.7268822946
-104.988509004,39.7816703461
-105.0152925118,39.7581221608
-105.0008758825,39.7512345715
-104.9881325289,39.7225027376
-104.9875758927,39.7471694383
-105.0037181708,39.762721747
-104.9110259391,39.7422272701
-104.9869484581,39.7186404476
-105.0288940073,39.7782449936
-104.9570002423,39.781998966
-105.0233873379,39.770777795
-105.0233873379,39.770777795
-104.8648404796,39.7771956926
-105.0041900854,39.7417169762
-105.0114492798,39.7568572126
-105.0314342258,39.7270450545
-104.986398332,39.7598803838
-104.9863882459,39.7272005854
-104.9927398351,39.7491052174
-104.9599647062,39.7273185921
-104.6794395722,39.8385116703
-105.0314342258,39.7270450545
-105.0336545225,39.6930011454
-104.8648404796,39.7771956926
-104.9865295767,39.7127197498
-104.9023846938,39.7798626498
-104.9523452317,39.7816837072
-104.9016984369,39.7635276056
-104.8302586904,39.7857507774
-105.0098696398,39.7722185692
-105.0263945581,39.6983008516
-104.9866354273,39.7566392653
-104.8883774729,39.6568692193
-104.9774496529,39.7818113029
-104.9884022854,39.6981365546
-105.0265709701,39.7745159023
-105.0025962574,39.7255826452
-104.9704813212,39.7025714179
-104.9959065882,39.7491525006
-104.867360379,39.655072487
-104.9010834574,39.6996577583
-104.9429381651,39.7336468752
-105.0240060515,39.7282863686
-105.0329715426,39.7380652114
-104.8999786061,39.6604704488
-104.990606871,39.7416288827
-104.9396176321,39.7398409845
-104.9770023664,39.7563498667
-104.867360379,39.655072487
-104.9978539293,39.7127657931
-104.9764995255,39.721682965
-105.0139787403,39.7778523263
-104.9881465589,39.7816056337
-105.012181292,39.7272387546
-104.9800453887,39.7512708527
-104.9729600933,39.7324122751
-104.9729600933,39.7324122751
-104.9557933614,39.74535791
-104.9975399975,39.7537103616
-104.9395814029,39.6908809243
-105.0240134805,39.6983077316
-104.9174027204,39.6546416796
-104.9718999803,39.7320149549
-104.9124526582,39.7256391795
-104.9837975161,39.7464227171
-104.9499542441,39.7271707283
-104.8927450008,39.6372458443
-104.9407747797,39.7383146088
-105.0241780194,39.7890257971
-104.9821739859,39.7051757978
-104.9014886847,39.7689402085
-104.7672850302,39.7758117427
-105.0146526611,39.712751055
-104.90242114,39.7308458832
-105.0053775302,39.7847016274
-104.993773948,39.7699489122
-104.9514830738,39.7212397664
-104.8992022586,39.6569661388
-105.0101624195,39.7720660513
-104.9241489589,39.6800255323
-104.8696199469,39.7116609168
-104.9396213552,39.7362529091
-104.8459885261,39.7755690233
-104.9402102705,39.6962482959
-104.903306983,39.6776074506
-104.9561477674,39.7184062673
-104.998851789,39.7582813107
-104.891733711,39.7796901538
-104.9079606226,39.7012957937
-104.8458933666,39.7789094864
